"pop" "id" "k.value.run" "X1" "X2" "X3" "membership"
"513" "MR" "MR10" 2 0.999868 0.000132 NA 1
"514" "MR" "MR14" 2 0.999882 0.000118 NA 1
"515" "MR" "MR17" 2 0.999837 0.000163 NA 1
"516" "MR" "MR2" 2 0.999867 0.000133 NA 1
"517" "MR" "MR3" 2 0.99986 0.00014 NA 1
"518" "MR" "MR53" 2 0.999854 0.000146 NA 1
"519" "MR" "MR57" 2 0.999868 0.000132 NA 1
"520" "MR" "MR7" 2 0.999883 0.000117 NA 1
"521" "MR" "MR8" 2 0.999885 0.000115 NA 1
"522" "NHR" "NHR1" 2 0.000165 0.999835 NA 2
"523" "QR" "QR1" 2 0.000164 0.999836 NA 2
"524" "RT" "RT20" 2 0.000173 0.999827 NA 2
"525" "RT" "RT21" 2 0.000218 0.999782 NA 2
"526" "RT" "RT23" 2 0.000241 0.999759 NA 2
"527" "RT" "RT40" 2 0.000187 0.999813 NA 2
"528" "RT" "RT43" 2 0.000296 0.999704 NA 2
"529" "RT" "RT46" 2 0.000328 0.999672 NA 2
"530" "RT" "RT48" 2 0.000186 0.999814 NA 2
"531" "RT" "RT49" 2 0.000416 0.999584 NA 2
"532" "RT" "RT54" 2 0.000203 0.999797 NA 2
"533" "RT" "RT55" 2 0.00019 0.99981 NA 2
"534" "RT" "RT62" 2 0.999851 0.000149 NA 1
"535" "SF" "SF1" 2 0.999848 0.000152 NA 1
"536" "SF" "SF10" 2 0.000178 0.999822 NA 2
"537" "SF" "SF22" 2 0.000165 0.999835 NA 2
"538" "SF" "SF23" 2 0.000187 0.999813 NA 2
"539" "SF" "SF25" 2 0.00027 0.99973 NA 2
"540" "SF" "SF29" 2 0.000488 0.999512 NA 2
"541" "SF" "SF3" 2 2e-04 0.9998 NA 2
"542" "SF" "SF30" 2 0.000175 0.999825 NA 2
"543" "SF" "SF33" 2 0.000247 0.999753 NA 2
"544" "SF" "SF4" 2 0.000253 0.999747 NA 2
"545" "SF" "SF7" 2 0.000203 0.999797 NA 2
"546" "SH" "SH1" 2 0.999802 0.000198 NA 1
"547" "SH" "SH10" 2 0.999815 0.000185 NA 1
"548" "SH" "SH12" 2 0.999739 0.000261 NA 1
"549" "SH" "SH16" 2 0.999822 0.000178 NA 1
"550" "SH" "SH2" 2 0.999839 0.000161 NA 1
"551" "SH" "SH20" 2 0.997541 0.002459 NA 1
"552" "SH" "SH5" 2 0.000498 0.999502 NA 2
"553" "SH" "SH8" 2 0.996175 0.003825 NA 1
"554" "SK" "SK1" 2 0.999848 0.000152 NA 1
"555" "SK" "SK12" 2 0.999856 0.000144 NA 1
"556" "SK" "SK15" 2 0.99988 0.00012 NA 1
"557" "SK" "SK24" 2 0.999879 0.000121 NA 1
"558" "SK" "SK30" 2 0.999857 0.000143 NA 1
"559" "SK" "SK36" 2 0.999926 7.4e-05 NA 1
"560" "SK" "SK7" 2 0.999873 0.000127 NA 1
"561" "SP" "SP2" 2 0.999784 0.000216 NA 1
"562" "SP" "SP3" 2 0.99978 0.00022 NA 1
"563" "SP" "SP5" 2 0.999823 0.000177 NA 1
"564" "SR" "SR107" 2 0.000209 0.999791 NA 2
"565" "SR" "SR113" 2 0.986022 0.013978 NA 1
"566" "SR" "SR120" 2 0.000143 0.999857 NA 2
"567" "SR" "SR130" 2 0.999804 0.000196 NA 1
"568" "SR" "SR137" 2 0.000167 0.999833 NA 2
"569" "SR" "SR148" 2 0.000184 0.999816 NA 2
"570" "SR" "SR149" 2 0.000181 0.999819 NA 2
"571" "SR" "SR18" 2 0.000275 0.999725 NA 2
"572" "SR" "SR20" 2 0.188928 0.811072 NA 2
"573" "SR" "SR25" 2 0.000219 0.999781 NA 2
"574" "SR" "SR45" 2 0.999822 0.000178 NA 1
"575" "SR" "SR80" 2 0.000234 0.999766 NA 2
"576" "SR" "SR92" 2 0.000198 0.999802 NA 2
"577" "AL" "AL1" 3 0.000804 1.9e-05 0.999177 3
"578" "AL" "AL11" 3 1.9e-05 1.9e-05 0.999962 3
"579" "AL" "AL13" 3 1.9e-05 0.002033 0.997948 3
"580" "AL" "AL14" 3 2.1e-05 2.1e-05 0.999959 3
"581" "AL" "AL23" 3 0.008351 1.9e-05 0.99163 3
"582" "AL" "AL32" 3 0.021677 1.8e-05 0.978305 3
"583" "AL" "AL5" 3 0.004656 0.001758 0.993586 3
"584" "AL" "AL7" 3 0.00165 0.004796 0.993555 3
"585" "BR" "BR20" 3 0.987089 0.010672 0.002238 1
"586" "BR" "BR24" 3 0.994395 0.005571 3.4e-05 1
"587" "BR" "BR28" 3 0.98294 2e-05 0.017041 1
"588" "BR" "BR31" 3 0.983503 0.013561 0.002936 1
"589" "BR" "BR33" 3 0.964826 0.014465 0.020709 1
"590" "BR" "BR36" 3 0.992961 0.002867 0.004172 1
"591" "CB" "CB1" 3 0.001195 0.006235 0.99257 3
"592" "CL" "CL11" 3 1.9e-05 0.001629 0.998352 3
"593" "CL" "CL12" 3 1.9e-05 0.03423 0.965751 3
"594" "CL" "CL19" 3 1.9e-05 0.999965 1.6e-05 2
"595" "CL" "CL21" 3 2.1e-05 0.999958 2.1e-05 2
"596" "CL" "CL24" 3 1.9e-05 0.002604 0.997377 3
"597" "CL" "CL25" 3 1.9e-05 0.999964 1.7e-05 2
"598" "CL" "CL28" 3 1.9e-05 0.012532 0.987449 3
"599" "CL" "CL29" 3 1.9e-05 0.999965 1.7e-05 2
"600" "CL" "CL33" 3 1.9e-05 0.999038 0.000943 2
"601" "CL" "CL38" 3 2e-05 0.038026 0.961955 3
"602" "CL" "CL40" 3 1.9e-05 0.999965 1.6e-05 2
"603" "CL" "CL41" 3 2e-05 0.999961 2e-05 2
"604" "CL" "CL45" 3 1.9e-05 0.999962 1.9e-05 2
"605" "CL" "CL50" 3 1.9e-05 0.00467 0.995311 3
"606" "CL" "CL53" 3 2e-05 0.001007 0.998974 3
"607" "CL" "CL58" 3 2e-05 0.003981 0.995999 3
"608" "CL" "CL64" 3 3e-05 0.99994 3e-05 2
"609" "CL" "CL64.2" 3 2e-05 0.00767 0.99231 3
"610" "CPN" "CPN12" 3 0.00274 0.000873 0.996386 3
"611" "CPN" "CPN13" 3 0.021105 0.000378 0.978517 3
"612" "CPN" "CPN19" 3 0.001792 1.9e-05 0.998189 3
"613" "CPN" "CPN23" 3 0.003727 2.4e-05 0.996249 3
"614" "CPN" "CPN25" 3 1.9e-05 1.9e-05 0.999963 3
"615" "CPN" "CPN33" 3 0.000617 1.9e-05 0.999364 3
"616" "CPN" "CPN9" 3 0.011664 1.8e-05 0.988317 3
"617" "CPSE" "CPSE15" 3 1.9e-05 1.9e-05 0.999961 3
"618" "CPSE" "CPSE19" 3 1.8e-05 0.000541 0.999441 3
"619" "CPSE" "CPSE20" 3 0.03364 1.9e-05 0.966341 3
"620" "CPSE" "CPSE23" 3 0.00857 0.002681 0.988748 3
"621" "CPSE" "CPSE25" 3 0.001331 1.9e-05 0.998651 3
"622" "CPSE" "CPSE33" 3 0.012905 1.9e-05 0.987076 3
"623" "CPSE" "CPSE34" 3 0.021747 1.5e-05 0.978238 3
"624" "CPSE" "CPSE9" 3 1.9e-05 1.9e-05 0.999962 3
"625" "GC" "GC1" 3 0.998857 0.001117 2.5e-05 1
"626" "GC" "GC14" 3 0.999962 1.9e-05 1.9e-05 1
"627" "GC" "GC18" 3 0.936498 0.056966 0.006535 1
"628" "GC" "GC2" 3 0.993388 0.003765 0.002847 1
"629" "GC" "GC21" 3 0.951439 0.048543 1.8e-05 1
"630" "GC" "GC24" 3 0.990858 0.005904 0.003238 1
"631" "GC" "GC30" 3 0.999374 0.000541 8.5e-05 1
"632" "GC" "GC31" 3 0.951032 0.014164 0.034803 1
"633" "GC" "GC36" 3 0.92495 0.047163 0.027887 1
"634" "GC" "GC38" 3 0.995647 2.1e-05 0.004332 1
"635" "GC" "GC9" 3 0.990001 0.002864 0.007135 1
"636" "LD" "LD1" 3 1.9e-05 0.999962 1.9e-05 2
"637" "LD" "LD3" 3 0.002378 0.995223 0.002398 2
"638" "LN" "LN1" 3 0.985979 0.009357 0.004664 1
"639" "LN" "LN10" 3 0.999956 2.2e-05 2.2e-05 1
"640" "LN" "LN12" 3 0.984088 0.010089 0.005823 1
"641" "LN" "LN13" 3 0.974887 0.021681 0.003432 1
"642" "LN" "LN16" 3 0.994548 0.001307 0.004144 1
"643" "LN" "LN19" 3 0.959708 0.012165 0.028128 1
"644" "LN" "LN22" 3 0.990347 0.009625 2.8e-05 1
"645" "LN" "LN25" 3 0.978845 0.019351 0.001804 1
"646" "LN" "LN3" 3 0.988295 0.01111 0.000595 1
"647" "LN" "LN4" 3 0.988475 0.000855 0.01067 1
"648" "LN" "LN6" 3 0.999931 5e-05 1.9e-05 1
"649" "LN" "LN7" 3 0.999956 2.2e-05 2.2e-05 1
"650" "LN" "LN9" 3 0.935784 0.00888 0.055336 1
"651" "MH" "MH10" 3 0.11256 0.029445 0.857995 3
"652" "MH" "MH16" 3 0.226609 0.007648 0.765742 3
"653" "MH" "MH19" 3 0.000659 1.8e-05 0.999323 3
"654" "MH" "MH21" 3 0.01919 0.002457 0.978353 3
"655" "MH" "MH22" 3 0.104852 0.051819 0.843329 3
"656" "MH" "MH29" 3 1.9e-05 0.999549 0.000432 2
"657" "MH" "MH35" 3 1.9e-05 0.999963 1.8e-05 2
"658" "MH" "MH36" 3 2e-05 0.999964 1.6e-05 2
"659" "MH" "MH5" 3 0.149128 1.9e-05 0.850853 3
"660" "MM" "MM2" 3 2e-05 0.999963 1.7e-05 2
"661" "MR" "MR1" 3 0.999962 1.9e-05 1.9e-05 1
"662" "MR" "MR15" 3 0.997279 0.002702 1.9e-05 1
"663" "MR" "MR18" 3 0.997207 0.002774 1.9e-05 1
"664" "MR" "MR4" 3 0.999959 2.1e-05 2.1e-05 1
"665" "MR" "MR47" 3 0.99862 1.9e-05 0.001362 1
"666" "MR" "MR58" 3 0.994301 0.003495 0.002204 1
"667" "MR" "MR9" 3 0.999961 1.9e-05 1.9e-05 1
"668" "QR" "QR2" 3 0.008512 0.012626 0.978862 3
"669" "RT" "RT22" 3 1.9e-05 0.999061 0.00092 2
"670" "RT" "RT42" 3 2.7e-05 0.992655 0.007318 2
"671" "RT" "RT47" 3 0.1182 0.149368 0.732432 3
"672" "RT" "RT50" 3 2.6e-05 0.980441 0.019533 2
"673" "RT" "RT60" 3 2.2e-05 0.999956 2.2e-05 2
"674" "SF" "SF12" 3 0.124998 0.015836 0.859166 3
"675" "SF" "SF2" 3 1.9e-05 0.999961 1.9e-05 2
"676" "SF" "SF24" 3 1.9e-05 0.999961 1.9e-05 2
"677" "SF" "SF27" 3 1.9e-05 0.999962 1.9e-05 2
"678" "SF" "SF28" 3 2.7e-05 0.999947 2.7e-05 2
"679" "SF" "SF32" 3 1.9e-05 0.999963 1.8e-05 2
"680" "SF" "SF5" 3 1.9e-05 0.999962 1.9e-05 2
"681" "SF" "SF58" 3 0.011588 0.017347 0.971065 3
"682" "SF" "SF83" 3 2e-05 0.99996 2e-05 2
"683" "SH" "SH11" 3 0.002 0.001181 0.996819 3
"684" "SH" "SH13" 3 1.9e-05 0.999379 0.000602 2
"685" "SH" "SH14" 3 1.9e-05 0.999962 1.9e-05 2
"686" "SH" "SH18" 3 1.9e-05 0.00855 0.991432 3
"687" "SH" "SH19" 3 1.6e-05 0.008204 0.99178 3
"688" "SH" "SH4" 3 1.9e-05 0.000303 0.999678 3
"689" "SH" "SH6" 3 1.9e-05 0.999963 1.9e-05 2
"690" "SH" "SH7" 3 2.3e-05 0.000136 0.999841 3
"691" "SK" "SK10" 3 0.962166 0.037814 1.9e-05 1
"692" "SK" "SK13" 3 0.999962 1.9e-05 1.9e-05 1
"693" "SK" "SK14" 3 0.999962 1.9e-05 1.9e-05 1
"694" "SK" "SK17" 3 0.999963 1.9e-05 1.9e-05 1
"695" "SK" "SK19" 3 0.999959 2e-05 2e-05 1
"696" "SK" "SK25" 3 0.999781 2e-04 1.9e-05 1
"697" "SK" "SK26" 3 0.998111 0.001865 2.5e-05 1
"698" "SK" "SK4" 3 0.999419 0.00056 2.1e-05 1
"699" "SK" "SK8" 3 0.999963 1.9e-05 1.9e-05 1
"700" "SP" "SP1" 3 0.009635 0.014559 0.975806 3
"701" "SP" "SP4" 3 0.007834 0.030154 0.962012 3
"702" "SR" "SR1" 3 0.002878 0.008435 0.988687 3
"703" "SR" "SR105" 3 1.9e-05 0.999966 1.6e-05 2
"704" "SR" "SR114" 3 2e-05 0.999961 2e-05 2
"705" "SR" "SR125" 3 1.9e-05 1.9e-05 0.999962 3
"706" "SR" "SR128" 3 0.020149 0.002301 0.97755 3
"707" "SR" "SR131" 3 1.9e-05 0.999718 0.000263 2
"708" "SR" "SR133" 3 1.9e-05 0.99991 7.1e-05 2
"709" "SR" "SR141" 3 1.9e-05 0.999963 1.9e-05 2
"710" "SR" "SR144" 3 1.9e-05 0.004585 0.995396 3
"711" "SR" "SR15" 3 0.028552 0.943108 0.02834 2
"712" "SR" "SR159" 3 0.042971 0.002029 0.955001 3
"713" "SR" "SR24" 3 0.002311 0.066044 0.931645 3
"714" "SR" "SR34" 3 0.003577 0.083579 0.912844 3
"715" "SR" "SR37" 3 1.9e-05 1.9e-05 0.999962 3
"716" "SR" "SR51" 3 1.9e-05 0.999964 1.8e-05 2
"717" "SR" "SR58" 3 0.012504 0.093277 0.894219 3
"718" "SR" "SR88" 3 0.000476 1.9e-05 0.999506 3
"719" "SR" "SR89" 3 1.9e-05 0.005435 0.994546 3
"720" "SR" "SR96" 3 5.9e-05 0.003067 0.996874 3
"721" "AL" "AL12" 3 0.033278 0.000938 0.965783 3
"722" "AL" "AL2" 3 1.9e-05 1.9e-05 0.999963 3
"723" "AL" "AL21" 3 0.011795 0.012413 0.975792 3
"724" "AL" "AL22" 3 0.005153 2.1e-05 0.994825 3
"725" "AL" "AL24" 3 2e-05 0.001892 0.998088 3
"726" "AL" "AL29" 3 0.012933 0.004552 0.982515 3
"727" "AL" "AL3" 3 0.002139 0.001408 0.996453 3
"728" "AL" "AL6" 3 0.016403 1.9e-05 0.983578 3
"729" "BR" "BR18" 3 0.945704 0.034517 0.019779 1
"730" "BR" "BR19" 3 0.999958 2.1e-05 2.1e-05 1
"731" "BR" "BR21" 3 0.992536 1.7e-05 0.007448 1
"732" "BR" "BR23" 3 0.951278 0.009409 0.039313 1
"733" "BR" "BR25" 3 0.97737 0.007903 0.014727 1
"734" "BR" "BR26" 3 0.984679 0.004131 0.01119 1
"735" "BR" "BR29" 3 0.999962 1.9e-05 1.9e-05 1
"736" "BR" "BR32" 3 0.991572 0.005476 0.002953 1
"737" "BR" "BR37" 3 0.95156 0.019134 0.029306 1
"738" "CB" "CB2" 3 0.00747 0.061412 0.931118 3
"739" "CL" "CL17" 3 1.9e-05 0.00286 0.99712 3
"740" "CL" "CL23" 3 1.8e-05 0.006249 0.993732 3
"741" "CL" "CL27" 3 0.03989 0.010381 0.949729 3
"742" "CL" "CL31" 3 1.9e-05 0.999962 1.9e-05 2
"743" "CL" "CL39" 3 2e-05 0.999961 2e-05 2
"744" "CL" "CL42" 3 2.2e-05 0.999956 2.2e-05 2
"745" "CL" "CL43" 3 8.6e-05 0.00147 0.998444 3
"746" "CL" "CL47" 3 1.9e-05 0.997491 0.00249 2
"747" "CL" "CL54" 3 1.9e-05 0.999962 1.9e-05 2
"748" "CL" "CL56" 3 1.9e-05 0.967638 0.032343 2
"749" "CL" "CL63" 3 1.9e-05 0.999962 1.9e-05 2
"750" "CL" "CL9" 3 1.6e-05 0.00182 0.998164 3
"751" "CPN" "CPN10" 3 0.00507 1.9e-05 0.994911 3
"752" "CPN" "CPN15" 3 0.000416 1.9e-05 0.999566 3
"753" "CPN" "CPN17" 3 0.012672 1.9e-05 0.98731 3
"754" "CPN" "CPN20" 3 0.010718 2.1e-05 0.989261 3
"755" "CPN" "CPN27" 3 1.9e-05 1.9e-05 0.999963 3
"756" "CPN" "CPN28" 3 1.6e-05 0.00032 0.999664 3
"757" "CPN" "CPN35" 3 0.001118 0.00453 0.994352 3
"758" "CPN" "CPN6" 3 0.00215 0.000885 0.996965 3
"759" "CPN" "CPN8" 3 0.012865 0.00148 0.985655 3
"760" "CPSE" "CPSE11" 3 0.010014 0.000616 0.989371 3
"761" "CPSE" "CPSE12" 3 0.002006 0.006629 0.991366 3
"762" "CPSE" "CPSE16" 3 1.9e-05 1.9e-05 0.999963 3
"763" "CPSE" "CPSE2" 3 0.005948 1.5e-05 0.994037 3
"764" "CPSE" "CPSE21" 3 0.024646 0.000933 0.974421 3
"765" "CPSE" "CPSE32" 3 0.005987 0.001009 0.993004 3
"766" "CPSE" "CPSE38" 3 0.008752 1.9e-05 0.991228 3
"767" "GC" "GC10" 3 0.989331 0.010649 1.9e-05 1
"768" "GC" "GC12" 3 0.995044 0.000269 0.004688 1
"769" "GC" "GC15" 3 0.999962 1.9e-05 1.9e-05 1
"770" "GC" "GC16" 3 0.993927 0.005224 0.00085 1
"771" "GC" "GC19" 3 0.999913 1.9e-05 6.8e-05 1
"772" "GC" "GC28" 3 0.981712 0.009882 0.008407 1
"773" "GC" "GC32" 3 0.975489 0.003098 0.021412 1
"774" "GC" "GC4" 3 0.99162 0.002078 0.006302 1
"775" "GC" "GC40" 3 0.995501 1.9e-05 0.00448 1
"776" "GC" "GC45" 3 0.958487 0.029467 0.012046 1
"777" "GC" "GC7" 3 0.998087 0.001739 0.000174 1
"778" "LD" "LD2" 3 0.006836 0.0118 0.981364 3
"779" "LN" "LN11" 3 0.993031 0.004599 0.002369 1
"780" "LN" "LN14" 3 0.996722 0.003258 2e-05 1
"781" "LN" "LN15" 3 0.999955 2.2e-05 2.2e-05 1
"782" "LN" "LN17" 3 0.999624 0.000357 1.9e-05 1
"783" "LN" "LN18" 3 0.999962 1.9e-05 1.9e-05 1
"784" "LN" "LN2" 3 0.99326 0.005084 0.001656 1
"785" "LN" "LN20" 3 0.999913 4.4e-05 4.4e-05 1
"786" "LN" "LN21" 3 0.999962 1.9e-05 1.9e-05 1
"787" "LN" "LN23" 3 0.999962 1.9e-05 1.9e-05 1
"788" "LN" "LN24" 3 0.999962 1.9e-05 1.9e-05 1
"789" "LN" "LN29" 3 0.028398 0.943242 0.02836 2
"790" "LN" "LN30" 3 0.091392 0.908588 2e-05 2
"791" "LN" "LN5" 3 0.993741 0.005663 0.000595 1
"792" "LN" "LN8" 3 0.999945 2.7e-05 2.7e-05 1
"793" "MH" "MH11" 3 0.005419 0.036991 0.95759 3
"794" "MH" "MH20" 3 2e-05 0.998876 0.001104 2
"795" "MH" "MH26" 3 0.035602 2.4e-05 0.964374 3
"796" "MH" "MH28" 3 1.9e-05 0.9991 0.000881 2
"797" "MH" "MH31" 3 2.1e-05 0.997506 0.002473 2
"798" "MH" "MH7" 3 2e-05 0.999961 2e-05 2
"799" "MH" "MH9" 3 0.108374 0.000319 0.891307 3
"800" "MM" "MM1" 3 2.4e-05 0.999952 2.4e-05 2
"801" "MR" "MR10" 3 0.993642 0.003515 0.002843 1
"802" "MR" "MR14" 3 0.989765 1.6e-05 0.010219 1
"803" "MR" "MR17" 3 0.975473 0.007278 0.01725 1
"804" "MR" "MR2" 3 0.999962 1.8e-05 1.9e-05 1
"805" "MR" "MR3" 3 0.972678 0.026363 0.000959 1
"806" "MR" "MR53" 3 0.992341 0.00613 0.001529 1
"807" "MR" "MR57" 3 0.999963 1.8e-05 1.9e-05 1
"808" "MR" "MR7" 3 0.999964 1.9e-05 1.7e-05 1
"809" "MR" "MR8" 3 0.990458 0.000524 0.009018 1
"810" "NHR" "NHR1" 3 1.9e-05 0.999963 1.9e-05 2
"811" "QR" "QR1" 3 1.9e-05 0.999893 8.8e-05 2
"812" "RT" "RT20" 3 2.2e-05 0.999957 2.1e-05 2
"813" "RT" "RT21" 3 1.9e-05 0.999962 1.9e-05 2
"814" "RT" "RT23" 3 2.3e-05 0.999954 2.3e-05 2
"815" "RT" "RT40" 3 1.9e-05 0.999962 1.9e-05 2
"816" "RT" "RT43" 3 2.1e-05 0.998331 0.001649 2
"817" "RT" "RT46" 3 2.2e-05 0.999195 0.000783 2
"818" "RT" "RT48" 3 1.9e-05 0.999682 0.000299 2
"819" "RT" "RT49" 3 4.4e-05 0.999912 4.4e-05 2
"820" "RT" "RT54" 3 2.1e-05 0.998329 0.00165 2
"821" "RT" "RT55" 3 1.9e-05 0.999935 4.7e-05 2
"822" "RT" "RT62" 3 2.1e-05 2.1e-05 0.999958 3
"823" "SF" "SF1" 3 1.9e-05 1.7e-05 0.999964 3
"824" "SF" "SF10" 3 1.9e-05 0.999516 0.000465 2
"825" "SF" "SF22" 3 1.9e-05 0.999962 1.9e-05 2
"826" "SF" "SF23" 3 1.9e-05 0.996774 0.003208 2
"827" "SF" "SF25" 3 2.1e-05 0.999809 0.00017 2
"828" "SF" "SF29" 3 2e-05 0.982024 0.017956 2
"829" "SF" "SF3" 3 1.9e-05 0.999962 1.9e-05 2
"830" "SF" "SF30" 3 1.9e-05 0.999963 1.9e-05 2
"831" "SF" "SF33" 3 2.2e-05 0.998942 0.001036 2
"832" "SF" "SF4" 3 1.9e-05 0.997035 0.002946 2
"833" "SF" "SF7" 3 1.9e-05 0.998202 0.001779 2
"834" "SH" "SH1" 3 2.2e-05 0.005158 0.99482 3
"835" "SH" "SH10" 3 1.9e-05 0.005743 0.994238 3
"836" "SH" "SH12" 3 2.3e-05 0.013073 0.986904 3
"837" "SH" "SH16" 3 0.015655 0.008224 0.976121 3
"838" "SH" "SH2" 3 0.002715 0.006304 0.990981 3
"839" "SH" "SH20" 3 1.9e-05 0.094797 0.905184 3
"840" "SH" "SH5" 3 1.9e-05 0.986459 0.013522 2
"841" "SH" "SH8" 3 1.9e-05 0.025181 0.9748 3
"842" "SK" "SK1" 3 0.994122 0.005859 1.9e-05 1
"843" "SK" "SK12" 3 0.998463 0.001516 2.2e-05 1
"844" "SK" "SK15" 3 0.999773 0.000207 1.9e-05 1
"845" "SK" "SK24" 3 0.999962 1.9e-05 1.9e-05 1
"846" "SK" "SK30" 3 0.999959 2.1e-05 2.1e-05 1
"847" "SK" "SK36" 3 0.999962 1.9e-05 1.9e-05 1
"848" "SK" "SK7" 3 0.999962 1.9e-05 1.9e-05 1
"849" "SP" "SP2" 3 0.003086 0.00114 0.995774 3
"850" "SP" "SP3" 3 1.9e-05 1.9e-05 0.999963 3
"851" "SP" "SP5" 3 0.051324 0.007969 0.940707 3
"852" "SR" "SR107" 3 2.1e-05 0.999958 2.1e-05 2
"853" "SR" "SR113" 3 0.025668 0.091118 0.883215 3
"854" "SR" "SR120" 3 1.9e-05 0.999962 1.9e-05 2
"855" "SR" "SR130" 3 0.001479 0.022436 0.976086 3
"856" "SR" "SR137" 3 1.9e-05 0.999962 1.9e-05 2
"857" "SR" "SR148" 3 1.9e-05 0.999547 0.000434 2
"858" "SR" "SR149" 3 1.9e-05 0.999963 1.9e-05 2
"859" "SR" "SR18" 3 1.9e-05 0.999963 1.8e-05 2
"860" "SR" "SR20" 3 0.038816 0.922537 0.038647 2
"861" "SR" "SR25" 3 1.9e-05 0.9985 0.001481 2
"862" "SR" "SR45" 3 0.017747 0.00053 0.981723 3
"863" "SR" "SR80" 3 1.9e-05 0.999965 1.6e-05 2
"864" "SR" "SR92" 3 1.9e-05 0.999962 1.9e-05 2
